College_ID,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Internship_Experience_Yes,Placement_Yes
61,96.0,9.31,9.05,10,8,2,0,1,0
59,93.0,7.52,7.84,2,1,8,3,0,0
48,108.0,8.42,8.03,7,7,3,2,0,0
38,76.0,7.94,7.93,7,10,5,1,0,0
40,106.0,9.21,9.34,4,7,5,3,0,0
49,130.0,6.42,6.02,8,4,2,5,1,0
97,79.0,7.88,7.9,4,3,2,4,1,0
16,102.0,5.62,5.7,7,8,6,2,0,0
52,90.0,8.45,8.69,4,3,2,3,0,0
54,106.0,8.66,8.39,8,9,6,2,0,0
77,100.0,5.21,5.0,3,3,7,4,1,0
74,90.0,8.38,8.45,2,2,4,5,0,0
55,107.0,7.07,7.55,10,9,10,2,0,0
0,127.0,5.62,5.34,6,2,4,2,1,0
64,97.0,7.1,7.59,7,2,3,3,0,0
63,110.0,5.97,6.18,7,10,1,2,1,0
51,80.0,7.08,7.41,6,6,4,5,1,0
14,85.0,6.92,6.51,8,4,3,3,0,0
1,107.0,8.69,8.49,6,8,8,1,1,0
11,122.0,8.87,8.43,6,1,5,4,0,1
44,105.0,8.04,7.91,3,3,7,5,0,0
56,95.0,5.11,5.59,2,1,3,5,0,0
41,99.0,9.66,9.27,7,10,3,0,1,0
1,81.0,8.43,8.49,6,7,6,4,1,0
86,109.0,5.17,4.68,1,3,10,2,0,0
61,113.0,9.09,9.3,2,0,4,5,0,1
33,93.0,6.0,5.7,2,9,8,3,1,0
16,92.0,7.9,7.53,1,2,3,0,1,0
40,103.0,7.33,7.17,3,6,5,0,1,0
77,93.0,7.1,7.37,5,2,1,5,0,0
74,99.0,9.45,9.06,4,4,1,2,0,0
83,131.0,7.19,6.92,2,1,8,5,1,1
70,96.0,5.38,4.89,8,7,7,0,0,0
64,94.0,9.73,10.2,9,3,1,3,1,0
14,90.0,9.6,9.69,8,0,6,2,0,0
37,111.0,8.42,8.64,7,3,2,5,0,1
97,97.0,7.34,7.49,10,7,1,4,0,0
72,90.0,5.46,5.1,2,8,10,2,0,0
64,119.0,8.95,9.04,6,0,5,2,1,1
8,121.0,5.38,5.01,4,5,5,0,0,0
41,90.0,5.34,5.24,5,3,2,5,0,0
65,72.0,7.69,7.76,9,10,5,1,0,0
85,115.0,5.8,5.86,9,7,7,0,1,0
88,89.0,5.04,4.66,4,0,4,5,1,0
50,111.0,7.12,6.65,8,4,2,5,1,0
77,70.0,5.69,5.99,5,0,5,1,1,0
98,113.0,5.8,6.03,9,3,6,2,1,0
79,81.0,5.38,4.96,2,1,8,2,1,0
18,110.0,6.03,5.66,4,9,9,5,0,0
30,100.0,8.58,8.97,3,8,10,4,0,1
65,85.0,9.04,9.31,7,1,8,0,1,0
31,93.0,7.26,7.76,2,3,7,4,1,0
99,110.0,7.53,7.28,3,2,9,3,0,0
74,101.0,5.16,5.15,9,0,9,2,0,0
7,108.0,5.35,5.09,8,0,6,5,0,0
68,129.0,6.29,6.41,2,1,3,5,0,0
97,76.0,7.72,7.34,6,7,8,4,1,0
31,124.0,8.7,8.33,3,1,3,3,0,1
46,101.0,8.03,7.6,6,0,1,1,0,0
69,86.0,6.96,7.15,5,5,4,0,0,0
7,80.0,5.59,5.58,10,0,9,3,0,0
33,97.0,8.9,9.02,4,9,8,0,0,0
3,113.0,6.82,7.2,7,8,6,2,0,0
35,98.0,8.68,8.92,10,5,3,5,0,0
43,122.0,7.56,7.52,7,9,3,1,0,0
24,78.0,8.69,9.17,4,5,7,2,0,0
25,99.0,9.54,9.5,3,0,5,3,0,0
32,81.0,9.61,9.22,4,6,3,1,0,0
8,105.0,7.68,8.17,2,2,1,3,1,0
46,113.0,7.56,7.08,4,0,9,0,0,0
71,93.0,6.33,6.38,4,8,5,2,1,0
16,60.0,9.68,9.49,5,7,7,0,1,0
14,102.0,7.29,7.29,1,3,10,1,1,0
41,106.0,5.64,5.7,2,2,9,4,1,0
53,106.0,7.16,6.9,8,1,4,0,1,0
12,118.0,5.64,5.7,8,1,5,1,1,0
49,83.0,7.51,7.77,8,10,3,1,0,0
43,110.0,7.81,7.58,5,2,7,3,1,0
2,117.0,6.69,6.57,8,0,1,0,1,0
52,73.0,5.36,5.13,9,9,8,2,0,0
55,104.0,9.72,10.04,4,6,3,0,0,0
53,92.0,8.87,9.09,4,1,4,3,1,0
56,98.0,9.19,9.56,7,5,10,1,0,0
11,105.0,6.83,6.5,5,5,4,2,0,0
92,92.0,8.8,8.37,10,10,7,4,1,0
58,89.0,7.43,7.05,1,3,7,5,0,0
64,100.0,6.01,5.67,8,3,4,2,0,0
95,83.0,5.62,5.65,4,0,6,5,0,0
36,83.0,6.73,7.2,8,10,8,0,1,0
19,110.0,5.69,5.55,2,5,10,2,1,0
71,82.0,9.99,10.45,4,7,4,0,1,0
36,109.0,5.25,4.79,2,9,1,2,1,0
30,106.0,7.21,7.64,5,3,7,0,1,0
94,74.0,7.26,6.94,10,0,2,5,0,0
24,89.0,6.5,6.91,10,3,3,1,0,0
49,117.0,7.86,7.42,8,1,8,1,0,0
48,85.0,5.75,6.2,7,3,2,0,1,0
7,93.0,8.92,8.62,5,7,2,0,1,0
93,106.0,6.66,6.46,7,2,4,4,0,0
93,111.0,7.96,7.95,5,4,6,0,0,0
90,96.0,8.58,8.46,7,9,10,3,0,1
34,91.0,9.45,9.62,4,10,2,5,0,0
12,121.0,9.18,9.65,4,1,9,0,1,1
20,126.0,8.04,8.15,10,8,2,1,1,0
72,114.0,6.94,7.16,4,2,9,2,0,1
23,101.0,7.52,7.11,8,0,7,1,0,0
47,87.0,8.84,8.97,1,6,3,3,1,0
32,87.0,9.39,9.34,10,10,9,2,1,1
0,107.0,5.52,5.91,5,4,9,1,1,0
71,106.0,6.92,6.81,10,8,6,0,1,0
2,121.0,8.88,9.06,2,2,2,5,0,1
13,109.0,7.16,6.89,10,10,7,0,1,0
13,77.0,6.66,6.42,4,0,4,2,0,0
48,115.0,7.06,6.94,5,6,4,5,0,0
32,85.0,8.01,7.81,8,7,7,4,0,0
3,94.0,10.0,9.75,2,10,5,3,0,0
37,103.0,7.46,7.01,2,1,1,1,0,0
24,129.0,6.04,6.38,2,1,3,1,0,0
46,141.5,5.81,5.37,8,8,7,3,1,0
12,109.0,5.21,5.6,3,3,9,1,1,0
38,97.0,7.79,7.42,5,0,9,2,0,0
24,108.0,7.72,7.29,2,8,7,4,1,0
72,113.0,6.03,6.09,6,8,5,2,1,0
42,95.0,8.48,8.48,10,5,4,4,0,0
37,126.0,8.71,8.7,6,5,9,5,0,1
34,103.0,6.3,6.37,2,8,6,0,0,0
92,107.0,6.72,6.51,4,1,10,4,0,0
54,109.0,9.95,10.11,2,8,2,4,1,0
49,106.0,6.87,6.87,10,3,3,4,1,0
77,112.0,8.8,8.63,4,3,7,1,0,0
33,90.0,7.26,7.59,7,8,4,4,0,0
24,91.0,8.97,9.2,5,6,7,3,1,0
41,83.0,8.85,8.74,10,9,5,0,0,0
91,106.0,8.34,8.69,4,4,1,0,0,0
50,111.0,9.27,9.69,10,7,10,1,0,1
93,106.0,9.7,9.74,10,0,3,2,0,0
36,125.0,7.9,7.61,3,6,9,3,1,1
65,99.0,6.19,6.61,6,3,4,2,0,0
84,110.0,6.99,6.68,2,1,5,4,0,0
33,83.0,8.79,8.34,4,1,2,2,0,0
82,94.0,8.25,8.08,8,10,10,3,0,1
37,110.0,5.89,6.12,2,8,8,1,0,0
30,112.0,5.26,5.68,9,5,1,1,1,0
25,95.0,8.41,8.55,2,10,4,4,1,0
75,98.0,6.26,6.71,8,3,6,3,0,0
93,77.0,7.5,7.09,8,1,8,1,1,0
25,94.0,8.73,8.29,7,6,4,4,1,0
62,113.0,7.81,7.91,10,8,2,2,0,0
47,108.0,5.42,5.89,6,1,4,3,0,0
94,107.0,5.93,5.93,1,3,1,1,0,0
78,100.0,6.1,5.65,2,0,8,3,1,0
9,100.0,6.29,6.01,7,0,9,1,1,0
35,90.0,7.83,7.57,4,2,3,5,1,0
39,110.0,7.52,7.36,9,0,8,1,0,0
25,106.0,6.02,5.56,3,3,9,3,0,0
8,107.0,5.34,5.74,4,5,8,1,1,0
52,92.0,5.86,5.88,3,4,2,2,1,0
80,67.0,9.92,10.09,7,8,2,4,1,0
69,116.0,7.34,6.91,2,10,10,5,0,1
85,92.0,9.34,8.89,10,1,4,0,1,0
79,87.0,9.24,9.33,2,1,1,3,1,0
85,110.0,7.56,7.95,2,2,3,3,1,0
52,94.0,8.53,8.56,4,3,4,4,0,0
38,115.0,5.96,6.34,8,8,2,2,1,0
60,109.0,8.44,8.75,8,10,7,0,1,0
51,110.0,6.36,5.94,8,5,10,2,1,0
67,79.0,9.16,8.86,8,8,3,3,1,0
67,118.0,5.42,5.58,7,4,7,0,0,0
72,103.0,8.87,8.81,6,8,7,1,1,0
77,94.0,5.5,5.29,7,8,9,5,0,0
41,102.0,9.41,9.33,5,0,4,3,0,0
89,73.0,6.52,6.47,8,8,4,2,0,0
66,106.0,8.27,8.68,2,6,1,4,1,0
95,84.0,7.44,7.04,5,10,6,1,1,0
74,79.0,6.83,6.61,7,7,6,0,0,0
50,77.0,8.23,8.27,9,2,7,3,0,0
2,116.0,9.74,9.94,10,0,9,4,0,1
12,90.0,5.21,5.34,1,3,10,4,0,0
12,123.0,9.59,10.03,9,0,10,2,0,1
60,91.0,8.05,8.35,3,0,10,5,1,1
23,74.0,9.04,9.1,1,3,9,4,1,1
19,83.0,6.92,6.63,7,7,5,2,0,0
73,118.0,7.36,7.31,3,0,2,0,0,0
86,97.0,9.34,9.53,8,9,1,3,0,0
96,91.0,7.07,7.41,2,9,2,0,0,0
54,102.0,7.67,8.13,4,8,2,5,0,0
34,107.0,5.1,5.21,2,5,1,2,0,0
77,116.0,5.79,5.82,4,4,8,0,1,0
79,121.0,8.21,7.73,1,8,3,3,0,0
29,94.0,8.58,8.15,10,8,10,3,1,1
82,80.0,7.91,7.57,5,8,10,4,0,0
32,93.0,5.72,5.27,3,2,8,5,1,0
40,103.0,7.23,7.13,9,7,6,2,0,0
65,85.0,6.78,6.62,4,9,1,0,0,0
48,85.0,7.48,7.62,6,3,7,4,0,0
7,105.0,9.35,9.39,9,3,3,4,1,0
83,99.0,8.88,8.98,2,6,9,0,1,0
2,100.0,5.42,5.39,7,7,9,2,1,0
84,88.0,9.45,9.23,3,3,4,2,0,0
64,96.0,7.36,7.81,1,10,2,5,0,0
84,86.0,8.72,8.31,9,9,10,3,0,1
71,113.0,5.7,6.14,9,5,9,2,1,1
1,115.0,8.35,8.16,4,0,5,4,0,1
86,72.0,6.18,6.19,9,1,8,3,1,0
40,86.0,7.19,6.8,7,4,9,1,1,0
52,77.0,5.08,4.65,4,3,1,3,1,0
74,90.0,5.76,5.69,2,2,3,4,1,0
15,98.0,5.46,5.7,5,10,7,5,1,0
8,78.0,6.2,5.97,8,5,2,0,0,0
95,86.0,5.5,5.56,10,9,4,0,1,0
38,84.0,8.46,8.24,10,5,4,5,1,0
63,103.0,5.15,5.04,6,10,7,5,1,0
35,101.0,8.09,8.5,5,9,2,0,0,0
22,89.0,5.7,6.06,4,7,8,4,1,0
46,102.0,9.73,9.75,6,1,8,5,0,1
48,91.0,9.67,9.41,3,6,6,3,1,0
54,95.0,6.13,5.82,2,6,4,0,0,0
93,125.0,8.07,8.52,1,1,2,2,0,1
9,120.0,5.14,4.84,9,5,3,1,0,0
62,80.0,9.66,9.97,1,4,3,0,0,0
94,112.0,7.61,7.48,4,1,3,5,0,0
25,112.0,5.22,5.71,6,8,4,0,0,0
47,82.0,6.71,6.58,9,7,7,1,0,0
29,112.0,5.38,5.23,4,6,9,2,0,1
1,123.0,6.96,7.1,7,5,10,1,0,0
28,83.0,8.35,8.81,7,4,4,0,0,0
53,86.0,7.35,7.83,6,8,7,0,1,0
31,115.0,6.92,7.13,9,4,10,3,0,1
37,104.0,5.6,5.85,10,5,6,5,0,0
20,108.0,6.22,6.28,7,2,10,4,0,0
26,105.0,5.5,5.76,3,8,9,3,0,0
87,105.0,9.04,9.4,6,10,8,3,0,1
33,80.0,5.68,5.67,7,7,2,3,0,0
22,115.0,7.98,8.1,7,8,3,3,0,1
77,117.0,6.71,6.75,6,0,6,3,0,0
38,96.0,6.13,6.19,3,0,5,2,0,0
68,99.0,8.2,8.59,6,1,2,5,0,0
72,77.0,7.29,7.15,2,3,2,4,0,0
44,107.0,7.0,6.71,10,9,5,4,1,0
62,108.0,7.96,7.92,1,4,5,5,1,0
7,99.0,7.46,7.17,8,6,1,4,1,0
6,116.0,6.52,6.52,3,3,10,2,0,1
29,94.0,7.8,8.2,8,0,3,2,0,0
11,108.0,8.35,8.47,3,7,9,5,0,1
19,84.0,5.13,5.49,2,10,10,2,1,0
63,99.0,7.33,7.0,8,2,3,0,1,0
28,97.0,5.29,5.69,3,8,6,4,1,0
54,103.0,5.93,6.03,8,1,6,1,1,0
11,94.0,7.8,7.33,2,10,2,3,0,0
83,98.0,9.33,9.46,4,0,7,0,0,0
21,112.0,9.41,9.86,9,9,9,0,0,1
22,93.0,5.35,4.93,1,7,9,3,0,0
47,75.0,7.1,7.18,2,2,8,0,0,0
44,126.0,7.92,8.34,2,0,5,2,1,1
25,120.0,5.74,5.25,9,10,8,0,0,0
27,80.0,8.83,8.96,10,2,9,4,0,1
54,110.0,8.72,8.69,5,7,1,4,0,0
72,92.0,9.52,9.37,4,10,1,5,0,0
68,103.0,5.04,5.17,10,3,5,5,1,0
1,104.0,6.08,5.63,10,9,7,1,0,0
27,96.0,9.14,9.39,4,10,9,4,1,1
76,88.0,8.35,7.85,7,6,9,3,0,0
78,89.0,9.47,9.28,3,7,3,3,0,0
52,86.0,5.29,5.29,9,6,1,4,1,0
13,87.0,7.98,7.86,5,0,3,2,1,0
45,98.0,7.85,7.66,9,3,8,4,0,0
77,89.0,5.18,5.51,1,9,7,2,0,0
66,110.0,7.57,8.0,10,8,5,5,0,0
73,122.0,8.05,8.42,8,6,10,3,0,1
69,91.0,5.96,5.98,2,0,9,4,0,0
19,103.0,6.37,6.75,8,7,4,5,1,0
34,107.0,8.2,8.62,4,3,6,1,1,0
47,107.0,7.34,7.25,2,6,5,3,0,0
42,101.0,9.29,9.07,2,5,6,1,0,0
19,111.0,6.71,6.31,6,6,4,3,0,0
55,107.0,6.33,6.31,3,9,3,0,1,0
2,81.0,9.92,10.37,10,9,5,5,0,0
67,113.0,9.56,9.62,3,0,5,0,0,0
10,113.0,5.14,5.31,9,5,2,0,0,0
61,88.0,8.85,8.46,5,2,10,1,0,0
60,100.0,5.55,5.19,7,9,4,2,0,0
94,110.0,5.14,5.1,5,3,3,3,1,0
57,96.0,6.37,6.82,2,0,7,0,0,0
28,116.0,6.35,6.21,8,9,5,1,1,0
37,135.0,9.1,9.48,9,7,6,3,0,1
83,88.0,8.55,8.17,2,1,7,0,0,0
87,79.0,9.91,10.03,2,2,2,0,0,0
86,104.0,8.56,8.66,4,6,10,0,0,0
21,110.0,7.09,7.45,8,1,4,1,0,0
85,96.0,8.49,7.99,5,3,6,2,0,0
40,121.0,10.0,9.69,5,6,3,5,0,1
83,79.0,8.55,8.27,7,2,6,5,1,0
62,110.0,8.81,9.26,4,1,10,0,1,0
37,90.0,9.69,9.34,9,7,1,0,0,0
49,125.0,5.57,5.11,4,1,8,2,1,1
6,129.0,8.52,8.55,8,9,10,5,1,1
23,88.0,9.25,9.28,3,6,5,2,0,0
45,91.0,9.77,10.11,6,10,1,4,0,0
24,112.0,6.05,6.5,1,2,10,0,0,0
77,94.0,7.52,7.56,7,3,10,5,0,0
28,99.0,8.4,8.83,7,5,1,3,1,0
66,100.0,6.24,6.47,2,10,10,4,0,0
92,71.0,8.0,7.76,5,2,3,3,0,0
79,99.0,6.29,6.72,4,0,6,2,1,0
84,89.0,6.67,6.84,10,7,2,5,0,0
21,92.0,7.21,7.12,9,3,8,4,0,0
84,121.0,7.65,7.83,2,0,10,1,0,0
85,81.0,7.25,7.15,3,1,7,4,0,0
8,112.0,7.47,7.08,1,5,2,4,0,0
86,95.0,6.49,6.71,10,0,1,2,0,0
48,95.0,5.79,6.11,5,8,7,0,1,0
72,111.0,5.24,5.47,3,6,7,2,0,0
95,105.0,5.98,5.71,4,7,3,2,1,0
35,108.0,7.91,8.37,4,7,10,2,0,1
99,114.0,8.93,8.46,6,5,8,3,0,1
4,95.0,5.85,5.68,10,7,8,5,0,0
89,90.0,5.54,5.3,7,6,5,1,0,0
3,83.0,8.75,8.3,7,0,7,3,1,0
23,87.0,6.53,6.44,8,2,3,4,0,0
40,141.5,9.76,9.88,3,8,6,2,1,1
13,118.0,8.57,8.95,5,7,3,5,1,1
90,79.0,6.63,7.12,10,4,9,0,0,0
11,80.0,6.45,6.76,6,0,7,2,0,0
81,107.0,7.62,7.59,6,1,1,3,0,0
43,108.0,5.4,5.62,8,9,8,5,1,0
8,108.0,5.59,5.93,5,9,9,1,0,0
65,96.0,5.88,5.85,5,8,10,3,1,0
37,98.0,8.87,9.16,1,9,2,2,1,0
95,104.0,7.57,7.55,1,7,1,5,0,0
76,101.0,5.05,4.94,6,8,4,1,1,0
56,66.0,8.37,8.4,10,1,9,0,1,0
46,96.0,7.12,7.3,10,2,6,3,0,0
54,87.0,7.55,7.78,5,2,10,5,1,0
87,102.0,6.07,5.93,10,0,8,3,1,0
1,141.5,7.76,7.83,6,1,7,5,0,0
82,105.0,9.9,10.31,9,9,5,4,0,0
17,95.0,5.37,5.85,8,4,5,5,0,0
65,113.0,6.42,6.15,7,6,6,1,1,0
89,107.0,6.21,5.9,7,5,6,3,0,0
56,106.0,6.24,6.42,6,1,5,4,0,0
63,109.0,6.89,6.8,6,7,8,0,1,0
87,130.0,9.09,8.61,1,3,3,5,0,1
26,83.0,9.56,9.41,7,10,9,3,0,1
52,107.0,6.01,6.32,5,1,5,3,0,0
58,86.0,7.71,8.01,7,3,9,2,0,1
28,108.0,8.18,8.17,6,7,5,3,0,0
71,86.0,7.61,7.58,8,0,3,0,0,0
94,93.0,7.17,7.25,3,10,9,5,1,0
97,95.0,5.96,5.68,8,8,2,4,1,0
13,114.0,7.44,7.47,7,7,5,5,0,0
67,113.0,7.01,6.52,1,7,3,1,0,0
42,81.0,8.98,8.96,3,9,7,0,0,0
28,100.0,8.82,8.66,10,8,4,1,1,0
56,89.0,5.67,5.84,4,6,8,0,0,0
32,81.0,5.44,5.58,9,10,1,5,1,0
20,96.0,9.54,9.42,6,8,5,5,0,0
40,95.0,7.68,7.19,7,0,8,4,0,0
0,136.0,9.29,9.04,5,0,2,2,0,1
26,106.0,5.29,5.42,3,3,6,4,1,0
1,79.0,7.63,7.2,5,1,7,5,1,0
63,91.0,7.7,7.31,7,7,6,1,0,0
50,115.0,9.3,9.45,9,0,10,1,0,1
53,131.0,5.49,5.75,9,3,3,5,1,0
73,76.0,6.2,6.02,8,10,6,3,0,0
73,71.0,7.03,7.02,5,10,7,5,0,0
29,128.0,9.33,9.78,7,8,3,2,1,1
0,105.0,9.69,10.14,4,1,10,4,1,1
94,86.0,9.96,9.77,10,5,2,5,0,0
98,108.0,9.8,10.11,5,3,3,4,1,0
28,60.0,5.03,5.12,4,3,1,1,1,0
12,100.0,5.24,5.72,3,5,7,2,0,0
72,104.0,5.74,5.72,1,9,4,4,0,0
42,113.0,6.74,7.01,5,3,3,2,0,0
40,84.0,9.15,9.42,2,8,6,2,1,0
74,101.0,9.46,9.46,6,7,3,4,0,0
87,86.0,5.93,6.23,5,7,10,5,0,0
88,103.0,8.1,7.86,2,4,3,2,1,0
57,86.0,9.59,9.21,8,5,9,5,0,1
76,93.0,7.32,7.25,5,0,2,0,0,0
13,85.0,5.52,5.96,2,0,5,1,1,0
40,109.0,7.29,7.29,1,8,10,2,1,0
66,112.0,6.88,7.02,2,3,10,2,0,1
53,96.0,7.89,8.01,1,2,2,0,1,0
5,100.0,7.19,6.82,10,4,6,3,0,0
45,78.0,5.09,4.98,10,8,4,2,0,0
76,95.0,9.97,10.18,3,8,7,4,0,0
0,99.0,7.72,8.19,3,2,1,5,1,0
28,139.0,7.37,7.04,10,6,8,5,0,1
77,83.0,9.77,9.68,1,2,2,3,0,0
75,121.0,5.78,5.38,7,2,4,5,1,0
25,114.0,5.95,5.69,10,3,7,5,0,0
57,104.0,9.04,8.92,7,1,8,5,0,1
86,126.0,6.3,6.34,9,5,9,3,1,1
2,105.0,9.0,8.73,5,4,5,0,1,0
59,105.0,6.36,6.09,4,9,9,4,1,0
13,99.0,5.17,5.45,5,9,9,5,0,0
97,118.0,7.59,8.05,8,1,3,3,0,1
22,116.0,5.98,5.8,8,9,7,2,1,0
61,90.0,8.79,8.98,4,1,8,0,0,0
9,80.0,8.21,7.97,8,1,1,0,1,0
3,96.0,9.62,10.05,4,3,10,0,0,0
38,87.0,8.91,9.08,4,2,5,5,1,0
73,99.0,5.9,6.2,8,8,1,1,1,0
87,118.0,9.0,8.55,2,4,3,3,0,1
33,93.0,8.21,8.31,4,0,2,5,0,0
87,99.0,8.34,8.37,1,1,2,4,0,0
24,100.0,9.16,8.95,1,6,4,4,0,0
51,112.0,7.87,7.63,8,7,5,1,0,0
14,66.0,7.33,7.41,4,5,1,5,0,0
11,90.0,8.18,8.39,6,6,6,2,1,0
0,103.0,6.49,6.02,5,1,5,3,0,0
8,118.0,5.91,5.98,10,5,4,0,1,0
58,92.0,8.08,7.75,6,5,6,1,1,0
13,71.0,6.17,5.81,4,3,2,1,0,0
30,109.0,5.4,5.52,4,10,8,3,0,0
87,90.0,5.0,4.81,7,3,6,4,0,0
52,82.0,8.04,7.98,1,1,3,5,0,0
62,90.0,6.81,6.67,9,2,4,3,1,0
9,97.0,8.76,8.91,10,9,2,4,0,0
42,90.0,6.88,6.85,3,5,4,3,0,0
17,66.0,7.43,7.89,4,3,9,4,0,0
66,113.0,7.04,6.89,9,2,4,5,0,0
58,119.0,8.25,8.49,5,0,8,1,0,1
75,109.0,6.78,6.54,4,10,3,4,0,0
98,82.0,9.82,9.83,6,10,5,3,1,0
22,96.0,9.68,9.73,1,10,2,2,0,0
85,99.0,9.24,9.07,10,2,9,3,0,1
74,108.0,9.6,9.57,1,0,9,1,0,0
45,110.0,7.25,7.03,5,3,10,4,1,0
48,88.0,7.68,7.19,5,3,7,4,0,0
22,101.0,8.71,8.43,9,10,2,4,0,0
11,106.0,8.48,8.68,1,0,4,1,0,0
28,121.0,9.45,9.72,3,6,6,5,0,1
88,110.0,8.58,8.36,3,4,9,3,0,1
87,111.0,9.99,9.9,4,0,6,4,0,1
58,101.0,6.74,6.28,7,4,4,2,1,0
52,121.0,9.16,8.9,7,6,1,5,1,1
67,106.0,8.49,8.77,10,5,7,2,0,0
62,87.0,8.46,8.57,5,9,7,0,1,0
28,121.0,6.63,6.34,9,4,6,2,0,0
2,110.0,8.93,8.69,7,7,3,0,1,0
94,93.0,9.5,9.82,2,8,5,4,1,0
88,92.0,6.09,5.8,3,0,7,1,1,0
36,104.0,8.13,7.96,7,5,6,1,0,0
62,106.0,6.96,7.12,5,1,7,1,0,0
22,102.0,9.95,10.01,7,7,5,4,0,0
48,104.0,7.39,7.35,9,4,1,4,0,0
85,125.0,6.14,6.54,9,0,10,3,0,1
92,116.0,6.91,6.63,3,4,5,5,1,0
99,102.0,8.27,8.51,8,9,2,2,1,0
76,114.0,5.38,5.04,6,4,10,4,0,1
2,84.0,8.02,8.14,4,1,10,2,0,1
21,105.0,9.66,10.03,4,3,2,1,0,0
35,127.0,9.25,9.21,4,5,4,2,0,1
9,96.0,5.34,5.56,7,0,6,3,1,0
8,87.0,9.97,10.29,6,10,5,1,1,0
55,90.0,8.49,8.13,2,8,7,2,0,0
54,83.0,5.81,6.02,5,6,10,3,1,0
18,88.0,5.06,5.48,5,5,8,5,1,0
71,94.0,5.86,5.94,6,0,10,2,1,0
32,78.0,9.19,8.88,7,7,1,3,0,0
19,100.0,5.11,4.74,8,7,8,2,1,0
93,113.0,6.17,5.93,10,3,3,1,1,0
34,86.0,8.79,8.39,8,3,10,1,0,0
30,122.0,7.93,7.94,5,0,10,0,1,0
82,107.0,8.91,8.48,2,8,2,3,1,0
49,115.0,8.73,8.45,10,7,2,2,1,1
45,90.0,5.25,5.19,8,9,5,5,1,0
77,112.0,9.46,9.43,6,6,2,2,0,1
9,83.0,6.14,6.21,3,1,4,2,1,0
66,113.0,7.77,7.98,4,6,3,4,0,0
33,102.0,8.22,7.77,1,3,8,3,1,0
50,108.0,5.84,5.42,3,2,9,2,0,0
91,82.0,9.88,9.44,4,10,6,0,0,0
82,86.0,7.44,7.36,2,9,4,1,0,0
38,108.0,5.29,4.83,6,3,2,4,0,0
89,85.0,9.69,9.94,8,9,8,4,1,1
67,106.0,7.93,7.65,6,5,3,1,0,0
11,79.0,8.5,8.94,10,6,2,5,0,0
25,112.0,7.63,7.62,3,1,4,5,0,0
70,81.0,9.17,9.12,9,6,2,4,1,0
66,108.0,5.17,5.45,4,9,3,0,1,0
89,109.0,6.34,6.55,6,1,9,0,0,0
1,89.0,7.35,7.46,4,10,7,1,0,0
11,108.0,5.38,5.82,4,1,1,3,0,0
58,103.0,8.53,8.45,2,0,10,5,0,1
31,91.0,6.97,7.28,10,10,5,4,1,0
50,84.0,6.36,6.24,2,6,5,2,0,0
10,70.0,5.02,5.36,2,0,9,5,0,0
31,105.0,8.6,8.36,2,2,1,2,0,0
63,76.0,9.17,8.96,8,10,1,0,1,0
44,101.0,6.98,7.16,10,7,10,3,0,0
78,96.0,7.82,7.53,4,0,7,3,1,0
53,110.0,6.14,5.87,4,5,7,5,0,0
5,95.0,8.11,7.92,10,1,8,4,0,0
25,95.0,5.06,5.24,10,8,4,5,0,0
7,110.0,7.44,7.83,3,1,7,4,0,0
7,105.0,8.22,8.39,5,5,6,1,0,0
37,104.0,9.59,9.92,4,3,1,0,0,0
7,107.0,6.91,6.95,7,8,2,1,1,0
16,76.0,8.83,8.4,10,0,8,1,0,0
82,111.0,7.99,7.59,7,0,6,3,0,0
2,109.0,9.64,9.69,6,9,7,4,1,0
40,84.0,6.99,6.82,7,2,8,2,0,0
72,96.0,6.6,6.32,7,10,5,1,1,0
52,99.0,9.44,9.41,8,5,5,0,1,0
96,97.0,5.25,5.42,1,2,2,1,1,0
95,105.0,5.68,5.56,3,6,4,2,0,0
95,121.0,5.41,5.71,3,8,2,2,0,0
69,116.0,9.22,9.46,5,9,7,0,0,0
61,80.0,5.05,5.28,10,1,9,5,1,0
52,109.0,9.31,9.8,7,3,2,2,1,0
58,119.0,7.26,7.06,10,2,4,2,0,0
92,105.0,5.02,5.16,6,5,8,5,1,0
80,116.0,7.01,7.37,4,4,9,2,0,1
82,130.0,5.93,6.01,6,2,4,1,0,0
94,115.0,8.12,8.41,7,8,8,0,0,1
82,103.0,8.4,8.31,4,7,7,1,0,0
22,115.0,7.44,7.53,8,2,5,5,1,0
46,102.0,5.2,4.76,5,9,4,0,0,0
34,100.0,8.28,8.77,3,4,6,2,1,0
13,94.0,9.21,9.51,2,4,6,2,0,0
64,123.0,8.6,8.97,1,4,2,4,0,1
96,87.0,9.15,9.34,4,7,3,2,0,0
48,122.0,6.0,5.69,2,2,6,0,1,0
35,107.0,9.44,8.97,3,2,4,3,0,0
0,79.0,6.61,6.97,1,7,3,0,0,0
83,105.0,5.07,4.97,6,8,4,2,0,0
21,68.0,9.22,8.98,4,4,6,2,0,0
34,109.0,9.71,9.77,5,9,3,3,0,0
2,113.0,8.28,8.2,8,7,1,2,0,1
11,91.0,6.16,6.31,4,4,6,4,0,0
36,101.0,6.26,6.24,6,3,2,3,0,0
57,129.0,7.33,7.53,3,1,9,1,0,0
76,92.0,9.49,9.84,8,10,6,5,0,0
